Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,EV Connector Types
ELEC,Osborne Lot - Tesla Supercharger,8  Osborne Lane,,East Hampton,NY,11937,,877-798-3752,E,,Public,24 hours daily,A D Debit M V,,,12,,Tesla,https://www.tesla.com/supercharger,GPS,40.965512,-72.189662,7/1/23,213148,7/14/23 19:41,P,,,3/27/22,TESLA
ELEC,TOWNE TV EV 3,3125-3133 Carman Rd,,Schenectady,NY,12303,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.76287,-73.93995,8/8/23,192935,8/8/23 0:39,,,,7/17/21,J1772
ELEC,Ferrario Ford Lincoln,2472 Corning Rd,,Elmira,NY,14903,,607-734-1681,E,,Public - Credit card at all times,24 hours daily,A D Debit M V,,1,,,Non-Networked,,GPS,42.149016,-76.832206,9/14/22,226525,2/14/23 15:54,P,,,8/25/22,J1772
ELEC,NYS ORDA GORE MOUNTAIN 2,793 Peaceful Valley Rd,,North Creek,NY,12853,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.671176,-74.007611,8/8/23,174096,8/8/23 0:20,,,,1/27/21,J1772
ELEC,Main Square,318 Delaware Ave,,Delmar,NY,12054,,518-691-3119,E,,Public,24 hours daily,,,6,,,LIVINGSTON,https://www.solution.energy,GPS,42.623477,-73.828986,7/12/22,189524,2/14/23 15:54,P,,,6/30/21,J1772
ELEC,TOPS Friendly Markets,"504 1/2, S Franklin St",,Watkins Glen,NY,14891,,607-535-4064,E,,Public - Credit card at all times,24 hours daily,A D Debit M V,,2,,,Non-Networked,,GPS,42.369679,-76.867458,9/14/22,226518,2/14/23 15:54,P,,,8/25/22,J1772
ELEC,Icon Parking 200 E 32nd Street - Tesla Destination,200 E 32nd St,,New York,NY,10016,,212-684-2481  877-798-3752,E,,Public,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.744916,-73.980228,10/6/22,115039,1/18/23 15:15,P,,,12/9/16,J1772 TESLA
ELEC,SUNY BUFFALO JACOBS 7,50 Augspurger Rd,,Buffalo,NY,14228,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.998864,-78.787049,8/8/23,182265,8/8/23 0:35,,,,1/27/21,J1772
ELEC,SIENA COLLEGE LOT U EVSE 2,34 Spring Street Rd,,Albany,NY,12211,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.71577,-73.7495,8/8/23,194978,8/8/23 0:40,,,,9/2/21,J1772
ELEC,RRH RIEDMAN CAMP 8,100 Kings Hwy S,,Rochester,NY,14617,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.202069,-77.574531,8/8/23,173962,8/8/23 0:18,,,,1/27/21,J1772
ELEC,DEER PARK TANGER EV 4,152 The Arches Cir,,Deer Park,NY,11729,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.762409,-73.30568,8/8/23,162405,8/8/23 0:01,,,,6/12/20,J1772
ELEC,CAR CHARGERS NUMBER 434,140 Nottingham Cir,,Jamesville,NY,13078,,888-758-4389,E,,Public,24 hours daily,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.013306,-76.08437,8/8/23,180990,8/8/23 0:30,,,,1/27/21,J1772
ELEC,VILLAGE OF DELH VILLAGEOFDELHI,79 Main St,,Delhi,NY,13753,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.276271,-74.916803,8/8/23,222502,8/8/23 0:47,,,,7/5/22,J1772
ELEC,Four Brothers - Pleasant Valley,1890 Route 44,,Pleasant Valley,NY,12569,,888-998-2546,E,,Public,,,,4,,,Blink Network,http://www.blinkcharging.com/,GPS,41.752084,-73.798917,6/20/23,213404,6/20/23 0:11,,,,4/4/22,J1772
ELEC,ICE RINK ICE RINK,6 Small World Ave,,Saugerties,NY,12477,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.090708,-73.951019,8/8/23,162337,8/8/23 0:10,,,,6/12/20,J1772
ELEC,TOWN GLENVILLE IM PARK EV2,Indian Meadows Park 1 Jason Morris Way,,Glenville,NY,12302,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.887606,-73.936799,8/8/23,175629,8/8/23 0:29,,,,1/27/21,J1772
ELEC,SSCCA SSCC - 02,37 High Rock Ave,,Saratoga Springs,NY,12866,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.084467,-73.782677,8/8/23,171216,8/8/23 0:35,,,,1/9/21,J1772
ELEC,OAC 550 OWNER STATION 9,550 Madison Ave,,New York,NY,10022,,888-758-4389,E,,Public,24 hours daily,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.761307,-73.97345,8/8/23,302220,8/8/23 0:51,,,,7/8/23,J1772
ELEC,COMMCTR NEW PALTZ TOWN,Veterans Dr,,New Paltz,NY,12561,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.756382,-74.081041,8/8/23,162372,8/8/23 0:09,,,,6/12/20,J1772
ELEC,ELLIS CHEVY ELLISDCFC,551 E Main St,,Malone,NY,12953,,888-758-4389,E,,Public,24 hours daily,,,,1,,ChargePoint Network,http://www.chargepoint.com/,GPS,44.849995,-74.284294,8/8/23,227128,8/8/23 0:47,,,,9/3/22,CHADEMO J1772COMBO
ELEC,159 WOLF OFFBLD 159 WOLF RIGHT,159 Wolf Rd,,Albany,NY,12205,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.721222,-73.801094,8/8/23,185652,8/8/23 0:36,,,,3/6/21,J1772
ELEC,Maguire Chevrolet,35 Cinema Dr,,Ithaca,NY,14850,,607-272-9292,E,,Public - Call ahead,Dealership business hours,,,2,1,,Non-Networked,,GPS,42.480929,-76.477605,3/7/22,117739,2/14/23 15:54,P,,,1/1/19,J1772 J1772COMBO
ELEC,Guilderland Town Hall,5209 Western Tpke,,Altamont,NY,12009,,518-356-1980,E,,Public - Credit card at all times,24 hours daily,A D Debit M V,,2,,,Non-Networked,,GPS,42.717428,-73.936925,10/11/22,229080,2/14/23 15:54,P,,,9/17/22,J1772
ELEC,JFK Airport Travel Plaza - Tesla Supercharger,150th Ave & 147th St,,Queens,NY,11430,,877-798-3752,E,,Public,24 hours daily,,,,12,,Tesla,https://www.tesla.com/supercharger,GPS,40.66179,-73.79282,7/1/23,102341,7/14/23 19:41,P,,,12/15/13,TESLA
ELEC,St. Mary's of the Assumption,47 Syracuse St,,Baldwinsville,NY,13027,,844-623-1001,E,,Public,24 hours daily,A CREDIT D M V,,6,,,LIVINGSTON,https://www.solution.energy,GPS,43.15318,-76.32983,7/12/22,223277,2/14/23 15:54,P,,,3/16/22,J1772
ELEC,Icon Parking 101 W 15th - Tesla Destination,101 W 15th St,,New York,NY,10011,,212-243-4201  877-798-3752,E,,Public,,,,4,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.738371,-73.99688,10/6/22,114992,1/18/23 15:15,P,,,8/10/18,TESLA
ELEC,TOWN GLENVILLE TOWN HALL EV2,Glenville Municipal Center 18 Glenridge Rd,,Glenville,NY,12302,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.867961,-73.928284,8/8/23,175724,8/8/23 0:28,,,,1/27/21,J1772
ELEC,GGMC 91 E 9th Street - Tesla Destination,91 East 9th Street,,New York,NY,10003,,212-995-1940  877-798-3752,E,,Public,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,GPS,40.730723,-73.990854,10/6/22,250852,1/18/23 15:15,P,,,11/14/16,J1772 TESLA
ELEC,TOWN GLENVILLE SENIOR CTR EV3,Glenville Senior Center 32 Worden Rd,,Glenville,NY,12302,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.851647,-73.946779,8/8/23,156057,8/8/23 0:29,,,,5/5/20,J1772
ELEC,3555 Main Street - Tesla Destination,3555 Main Street,,Stone Ridge,NY,12484,,212-297-0707  877-798-3752,E,,Public,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,41.852486,-74.138484,10/6/22,168549,1/18/23 15:15,P,,,11/20/18,TESLA
ELEC,Beacon Center,223 Main Street,,Beacon,NY,12508,,866-816-7584,E,,Public,,,,2,,,EV Connect,http://evconnect.com/,GPS,41.507025,-73.974142,8/8/23,123085,8/8/23 1:07,,,,4/1/19,J1772
ELEC,BWBP RIGHT CHARGER,950 Panorama Trail S,,Rochester,NY,14625,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.125002,-77.487737,8/8/23,240778,8/8/23 0:52,,,,1/2/23,J1772
ELEC,Courtyard Syracuse Downtown At Armory Square,300 W Fayette St,,Syracuse,NY,13202,,877-455-3833,E,,Public,24 hours daily,,,,2,,eVgo Network,https://www.evgo.com/,GPS,43.048921,-76.156935,8/7/23,259510,8/7/23 23:57,,,,4/17/23,CHADEMO J1772COMBO
ELEC,U OF R AOC 12,10 Miracle Mile Dr,,Rochester,NY,14623,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.081529,-77.633479,8/8/23,251965,8/8/23 0:52,,,,1/25/23,J1772
ELEC,STOHL STOHL6,3860 California Rd,,Orchard Park,NY,14127,,888-758-4389,E,,Public,24 hours daily,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.779497,-78.781127,8/8/23,163646,8/8/23 0:30,,,,6/26/20,J1772
ELEC,Parkash 4769 LLC - 4769 White Plains,4769 White Plains Road,,Bronx,NY,10470,,888-998-2546,E,,Public,,,,7,,,Blink Network,http://www.blinkcharging.com/,GPS,40.905461,-73.849791,6/20/23,241222,6/20/23 0:11,,,,1/6/23,J1772
ELEC,PICOTTE 22 CORPORATE 5,22 Corporate Woods Blvd,,Albany,NY,12211,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.68139,-73.768394,8/8/23,181106,8/8/23 0:32,,,,1/27/21,J1772
ELEC,Gauthier's Saranac Lake Inn,488 Lake Flower Ave,,Saranac Lake,NY,12983,,844-623-1001,E,,Public,24 hours daily,A CREDIT D M V,,4,,,LIVINGSTON,https://www.solution.energy,GPS,44.31472,-74.11963,7/12/22,223226,2/14/23 15:54,P,,,12/11/21,J1772
ELEC,Northeast Bronx YMCA,1250 E 229th St,,Bronx,NY,10466,,347-389-6140,E,,Public - Credit card at all times,24 hours daily,A D Debit M V,,4,,,Non-Networked,,GPS,40.882786,-73.841986,2/10/22,205826,2/10/22 19:42,P,,,2/4/22,J1772
ELEC,MARKET 32 EV BALLSTON EV1,115 Ballston Ave,,Saratoga Springs,NY,12866,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.073135,-73.792755,8/8/23,227924,8/8/23 0:49,,,,9/21/22,J1772
ELEC,1 Generoso Pope Place,1 Generoso Pope Place,,Tuckahoe,NY,10707,,888-998-2546,E,,Public,,,,4,,,Blink Network,http://www.blinkcharging.com/,GPS,40.950426,-73.828158,6/20/23,238291,6/20/23 0:11,,,,12/17/22,J1772
ELEC,Sound Mountain LLC,221 Hillcrest Drive,,Roxbury,NY,12474,,866-816-7584,E,,Public,,,,4,,,EV Connect,http://evconnect.com/,GPS,42.27887,-74.565333,8/8/23,230841,8/8/23 1:07,,,,9/30/22,J1772
ELEC,MTP 625 W 57th Street - Tesla Destination,625 W 57th St,,New York,NY,10019,,212-247-0700  877-798-3752,E,,Public,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.77108,-73.993142,10/6/22,115176,1/18/23 15:15,P,,,6/13/17,TESLA
ELEC,Superior Realty Group,9602 4th Avenue,,Brooklyn,NY,11209,,888-998-2546,E,,Public,,,,4,,,Blink Network,http://www.blinkcharging.com/,GPS,40.615179,-74.031984,6/21/23,257758,6/21/23 0:00,,,,3/31/23,J1772
ELEC,SUNY BUFFALO PARKER 3,185 Hayes Rd,,Buffalo,NY,14214,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.950937,-78.82269,8/8/23,182226,8/8/23 0:35,,,,1/27/21,J1772
ELEC,RTS BAYTOWNE 2,Baytowne Plaza 1900 Empire Blvd,,Webster,NY,14580,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.19229,-77.49904,8/8/23,169289,8/8/23 0:31,,,,11/18/20,J1772
ELEC,Glenwood Plaza,2002 Glenwood Ave,,Oneida,NY,13421,,844-623-1001,E,,Public - Credit card at all times,24 hours daily,A CREDIT D M V,,36,,,LIVINGSTON,https://www.solution.energy,GPS,43.07716,-75.64291,9/14/22,225117,2/14/23 15:54,P,,,,J1772
ELEC,Green Spark Solar,317 NY-104,,Ontario,NY,14519,,585-265-2384,E,,Public - Credit card at all times,24 hours daily,A D Debit M V,,6,,,Non-Networked,,GPS,43.226726,-77.363446,9/14/22,226513,2/14/23 15:54,P,,,8/25/22,J1772
ELEC,2112-2124 NY 7 EV3,2114 NY-7,,Troy,NY,12180,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.807058,-73.545238,8/8/23,190054,8/8/23 0:38,,,,5/25/21,J1772
ELEC,KMA PARKING LOT KMA PARKING LOT,134 Jay St,,Katonah,NY,10536,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.262887,-73.67279,8/8/23,191399,8/8/23 0:39,,,,6/23/21,J1772
ELEC,CORP COMM 3 STATION 8 CC3,Teleport Dr/Corp Commons Bldg,,Staten Island,NY,10314,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.604324,-74.179675,8/8/23,252136,8/8/23 0:33,,,,1/26/23,J1772
ELEC,SUNY ONEONTA SUNY ONEONTA,24-26 Ravine Pkwy N,,Oneonta,NY,13820,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.469481,-75.065723,8/8/23,71024,8/8/23 0:27,,,,11/10/15,J1772
ELEC,Kissena Garage,4370 Kissena Boulevard,,Flushing,NY,11355,,888-998-2546,E,,Public,,,,1,,,Blink Network,http://www.blinkcharging.com/,GPS,40.753624,-73.823573,6/21/23,223486,6/21/23 0:01,,,,7/14/22,J1772
ELEC,MARKET CENTER 55 RAILROAD 1.1,55 Railroad Pl,,Saratoga Springs,NY,12866,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.082428,-73.78791,8/8/23,181897,8/8/23 0:34,,,,1/27/21,J1772
ELEC,DEER PARK TANGER EV 3,152 The Arches Cir,,Deer Park,NY,11729,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.762403,-73.305586,8/8/23,235792,8/8/23 0:01,,,,11/8/22,J1772
ELEC,TOWN OF BABYLON PHELPS LANE 2,151 Phelps Ln,,North Babylon,NY,11703,,888-758-4389,E,,Public,24 hours daily,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.725435,-73.331381,8/8/23,180134,8/8/23 0:12,,,,1/27/21,J1772
ELEC,SAVARINO COMPAN BRL 6,BRL Parking Lot 4th from building 1 South Str,,Buffalo,NY,14204,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.863679,-78.868118,8/8/23,164153,8/8/23 0:30,,,,7/11/20,J1772
ELEC,LKT WEST 1,575 Boices Ln,,Kingston,NY,12401,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.968086,-74.003908,8/8/23,235441,8/8/23 0:50,,,,10/29/22,J1772
ELEC,Art Center,25 Jobs Ln,,Southampton,NY,11968,,844-623-1001,E,,Public - Credit card at all times,24 hours daily,A CREDIT D M V,,4,2,,LIVINGSTON,https://www.solution.energy,GPS,40.88501,-72.3906,3/8/23,223291,3/8/23 17:16,P,,,4/23/22,CHADEMO J1772
ELEC,Vassar,124 Raymond Avenue,,Poughkeepsie,NY,12604,,866-816-7584,E,,Public,,,,2,,,EV Connect,http://evconnect.com/,GPS,41.686004,-73.897448,8/8/23,123064,8/8/23 1:07,,,,4/1/19,J1772
ELEC,MPGARDENS STATION 1,36 Newbridge Rd,,East Meadow,NY,11554,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.705143,-73.546936,8/8/23,206835,8/8/23 0:40,,,,2/22/22,J1772
ELEC,2600 6TH AVE CHARGEPOINT 3,2600 6th Ave,,Troy,NY,12180,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.74196,-73.682154,8/8/23,143201,8/8/23 0:21,,,,8/15/19,J1772
ELEC,Grand Prize Chevrolet Buick GMC Cadillac,32 route 304,,nanuet,NY,10954,,866-816-7584,E,,Public,,,,2,,,EV Connect,http://evconnect.com/,GPS,41.098418,-73.996593,8/8/23,230924,8/8/23 1:08,,,,9/30/22,J1772
ELEC,MILLER MOTORS M HYUNDAI FAST,4477 NY-434,,Vestal,NY,13850,,888-758-4389,E,,Public,24 hours daily,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.095895,-75.963291,8/8/23,254109,8/8/23 0:43,,,,2/16/23,J1772
ELEC,MILTON NY STATION 2,503 Geyser Rd,,Ballston Spa,NY,12020,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.044927,-73.851189,8/8/23,225383,8/8/23 0:48,,,,8/11/22,J1772
ELEC,Clemson Bros Brewery - Tesla Destination,22 Cottage St,,Middletown,NY,10940,,845-775-4638  877-798-3752,E,,Public,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,41.447217,-74.415744,10/6/22,114975,1/18/23 15:15,P,,,7/18/18,TESLA
ELEC,Burr Truck Level 3 DC Fast Charge,2901 Vestal Rd,,Vestal,NY,13850,,866-816-7584,E,,Public,,,,,2,,EV Connect,http://evconnect.com/,GPS,42.100084,-76.009195,8/8/23,260677,8/8/23 1:08,,,,5/11/23,J1772COMBO
ELEC,GGMC Parking 350 W 43rd Street Garage - Tesla Destination,350 West 43rd St,,New York,NY,10036,,212-315-1646  877-798-3752,E,,Public,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.758586,-73.991341,10/6/22,115109,1/18/23 15:15,P,,,1/21/16,J1772 TESLA
ELEC,CAPCOMFCU CHRGPOINT CT4 1,6 Winners Cir,,Albany,NY,12205,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.719104,-73.795364,8/8/23,185238,8/8/23 0:34,,,,2/20/21,J1772
ELEC,HIGHWAY DEPT STATION 3,409 Bockes Rd,,Porter Corners,NY,12859,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.145455,-73.881655,8/8/23,262926,8/8/23 0:55,,,,6/20/23,J1772
ELEC,26 South St,26 South St,,Cattaraugus,NY,14719,,866-816-7584,E,,Public,,,,2,,,EV Connect,http://evconnect.com/,GPS,42.329551,-78.86664,8/8/23,231043,8/8/23 1:08,,,,9/30/22,J1772
ELEC,FLEISCHMANNS VILLAGE 1,1017 Main St,,Fleischmanns,NY,12430,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.156788,-74.52895,8/8/23,223820,8/8/23 0:44,,,,7/21/22,J1772
ELEC,Exit 27 (Amsterdam),Amsterdam,,Amsterdam,NY,12010,,866-816-7584,E,,Public,,,,2,,,EV Connect,http://evconnect.com/,GPS,42.924859,-74.200265,8/8/23,187170,8/8/23 1:07,,,,3/22/21,J1772
ELEC,EVolveNY Fairport,260 Fairport Village Landing,,Fairport,NY,14450,,855-900-7584,E,,Public,24 hours daily,,,,2,,SHELL_RECHARGE,https://shellrecharge.com/en-us/solutions,GPS,43.101154,-77.443126,8/8/23,221263,8/8/23 1:00,,,,6/14/22,CHADEMO J1772COMBO
ELEC,ADVCHARGER FAST CHARGER 2,440 Plainview Rd,,Hicksville,NY,11801,,888-758-4389,E,,Public,24 hours daily,,,,1,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.770011,-73.502617,8/8/23,302989,8/8/23 0:43,,,,7/21/23,CHADEMO J1772COMBO
ELEC,Hatchet Hardware of Waterford,42 Saratoga Ave,,Waterford,NY,12188,,888-356-8911,E,,Public,24 hours daily,,,2,,,FLO,https://flo.ca/,GPS,42.782254,-73.696148,8/8/23,165117,8/8/23 1:13,,,,8/11/20,J1772
ELEC,MONTANTE SOLAR STATION 4,1277 Delaware Ave,,Buffalo,NY,14209,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.91823,-78.867091,8/8/23,217201,8/8/23 0:46,,,,5/8/22,J1772
ELEC,SLSDC - Administration Building,180 Andrews St,,Massena,NY,13662,,,E,,Public,24 hours daily; Drivers must bring their own J1772 cordset for Level 1 charging,,1,,,,Non-Networked,,GPS,44.929771,-74.902773,3/8/23,184631,3/8/23 17:16,FG,17,Department of Transportation,1/15/21,NEMA515
ELEC,STONY BROOK UNV ESS,Campus Dr,,Stony Brook,NY,11790,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.914369,-73.125742,8/8/23,162403,8/8/23 0:01,,,,6/12/20,J1772
ELEC,2 Bedford Park Blvd W,2 Bedford Park Blvd W,,Bronx,NY,10468,,888-356-8911,E,,Public,24 hours daily,,,4,,,FLO,https://flo.ca/,GPS,40.875421,-73.893941,8/8/23,200599,8/8/23 1:13,,,,11/5/21,J1772
ELEC,Rapidpark 920 Park Avenue - Tesla Destination,920 Park Ave,,New York,NY,10025,,212-794-7245  877-798-3752,E,,Public,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.776574,-73.96047,10/6/22,115195,1/18/23 15:15,P,,,8/23/17,J1772 TESLA
ELEC,Carnegie Hill,215 E 96th St,These units are under repair.||,New York,NY,10128,,888-998-2546,E,,Public,,,,2,,,Blink Network,http://www.blinkcharging.com/,GPS,40.784865,-73.948526,6/21/23,164751,6/21/23 0:01,,,,8/1/20,J1772
ELEC,SAFETY FUND CHARGER 2,8531 Brewerton Rd,,Cicero,NY,13039,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.18256,-76.1226,8/8/23,302624,8/8/23 0:56,,,,7/15/23,J1772
ELEC,COLE GROUP CEDAR PARK 1,21-21 Massachusetts Ave,,Troy,NY,12180,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.741831,-73.670394,8/8/23,236288,8/8/23 0:50,,,,11/18/22,J1772
ELEC,Hampton Inn Rome - Tesla Destination,1352 Floyd Ave,,Rome,NY,13441,,315-709-0000  877-798-3752,E,,Public,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,43.221893,-75.420355,10/6/22,115229,1/18/23 15:15,P,,,5/17/18,J1772 TESLA
ELEC,Glenwood Management - Paramount Garage,221 E 38th St,,New York,NY,10016,,212-599-8610,E,,Public,24 hours daily; can charge for up to 10 hours,A Cash D Debit M V,,1,,,Non-Networked,,200-9,40.74793,-73.974556,3/8/23,147009,3/8/23 17:16,P,,,1/1/16,J1772
ELEC,BURNS MGT EXCELSIOR 4,25 Whistler Ct,,Saratoga Springs,NY,12866,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.094271,-73.753611,8/8/23,173901,8/8/23 0:18,,,,1/27/21,J1772
ELEC,IMPark 302 2nd St - Tesla Destination,302 2nd St,,Brooklyn,NY,11215,,718-499-1235  877-798-3752,E,,Public,,,,4,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.674312,-73.98488,10/6/22,150581,1/18/23 15:15,P,,,3/31/19,TESLA
ELEC,Best Western Watertown Fort Drum - Tesla Destination,300 Washington St,,Watertown,NY,13601,,315-782-8000  877-798-3752,E,,Public,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,43.971733,-75.911813,10/6/22,122498,1/18/23 15:15,P,,,5/17/18,J1772 TESLA
ELEC,Allan H. Treman State Park,805 Taughannock Blvd. (Rt 89),,Ithaca,NY,14850,,866-816-7584,E,,Public,,,,4,,,EV Connect,http://evconnect.com/,GPS,42.458261,-76.520092,8/8/23,123135,8/8/23 1:07,,,,4/1/19,J1772
ELEC,BOB JOHNSON BOB JOHNSON KIA,3817 W Henrietta Rd,,Rochester,NY,14623,,888-758-4389,E,,Public,24 hours daily,,,,1,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.078091,-77.643054,8/8/23,260372,8/8/23 0:47,,,,5/6/23,CHADEMO J1772COMBO
ELEC,BA #1 40BRITISH AMER,40 British American Blvd,,Latham,NY,12110,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.768475,-73.82226,8/8/23,143441,8/8/23 0:20,,,,8/15/19,J1772
ELEC,ROCHESTER NY PORT OF ROCH 1,1000 N River St,,Rochester,NY,14612,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.256302,-77.606672,8/8/23,61213,8/8/23 0:22,,,,4/12/14,J1772
ELEC,The Garrison and Highlands Country Club - Tesla Destination,1 Snakehill Rd,,Garrison,NY,10524,,845-424-3604  877-798-3752,E,,Public,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,41.385216,-73.916711,10/6/22,114945,1/18/23 15:15,P,,,8/4/16,TESLA
ELEC,Mohonk Mountain House,1000 Mountain Rest Rd,,New Paltz,NY,12561,,800-663-5633,E,,Public,,,,6,,,SemaCharge Network,https://semaconnect.com/,GPS,41.777636,-74.136474,6/21/23,223311,6/21/23 0:04,,,,4/5/22,J1772
ELEC,MHM WALL STREET 4,1 Wall St,,Albany,NY,12205,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.741673,-73.843315,8/8/23,235731,8/8/23 0:48,,,,11/5/22,J1772
