City,Name,Address
Queens,Stingray Lounge,1210 Washington St
Queens,The Fleur Room,105 W 28th St
Queens,ViV,717 9th Ave
Queens,Tiny's & The Bar Upstairs,135 W Broadway
Queens,Top of The Box,77 Box St
Queens,Sweet Science,135 Graham Ave
Queens,Mr Wu's Basement,93 Bowery
Queens,The Owl Farm,297 9th St
Queens,Top of the Strand Rooftop Bar,33 West 37th St
Queens,The Cuban Restaurant and Bar,333 Washington St
Queens,Bathtub Gin,132 9th Ave
Queens,Parkside Lounge,317 E Houston St
Queens,Bookmarks,299 Madison Ave
Queens,Ocean Prime Bar & Restaurant,64-14 Flushing Ave
Queens,Drop Off Service,211 Ave A
Queens,Social 59 Eatery & Lounge,512 59th St
Queens,Deja Vu Restaurant & Bar,50 River Dr
Queens,BAMCafe,30 Lafayette Ave
Queens,Chi Restaurant & Bar,492 9th Ave
Queens,Kingston Public House,100 Kingston Ave
Queens,American Airlines Flagship First Lounge,Terminal 8
Queens,Club Macanudo,26 E 63rd St
Queens,Red Salt Room by David Burke,45 7th St
Queens,Apotheke Nomad,9 W 26th St
Queens,Brooklyn Winery,61 Guernsey St
Queens,Code Lounge,197-15 Jamaica Ave
Queens,La Caverna,122 Rivington St
Queens,Midpoint Bistro and Bar,40 W 45th St
Queens,Alto,690 Bloomfield Ave
Queens,The Whitby Bar and Restaurant,18 W 56th St
Queens,Oak and Iron,147 Franklin St
Queens,Our/New York,151 W 26th St
Queens,Lucky 7,322 2nd St
Queens,Bar Veloce - Greenwich Village,146 W Houston St
Queens,R Lounge at Two Times Square,"Two Times Square, 714 Seventh Avenue at W. 48th Street"
Queens,Cloud Social Rooftop Bar,6 W 32nd St
Queens,Le Boudoir,135 Atlantic Ave
Queens,NOMO SOHO,9 Crosby St
Queens,Deacon Brodie's Tavern,370 W 46th St
Queens,Electric Room,355 W 16th St
Queens,Dirty Precious,317 3rd Ave
Queens,Locl Bar,2178 Broadway
Queens,Insomnia Bar & Lounge,127-05 111th Ave
Queens,Mondrian Terrace,444 Park Ave S
Queens,Renaissance New York Midtown Hotel,218 W 35th St
Queens,Halo Lounge,14 Glen Rd
Queens,Karaoke Christmas,47-29 Bell Blvd
Queens,The Champagne Bar,Fifth Avenue At Central Park S
Queens,Dante West Village,551 Hudson St
Queens,Negril BK,256 5th Ave
Queens,Carro Cafe,3472 Fulton St
Queens,Weather Up,159 Duane St
Queens,Hyatt Centric Wall Street,75 Wall St
Queens,OTB,141 Broadway
Queens,ERA Cafe and Hookah Lounge,36-11 30th Ave
Queens,Double 6 Studio,66 Green St
Queens,Brown Sugar Club,433 Marcus Garvey Blvd
Queens,Aqua Bar & Grill,2241 Washington Ave
Queens,Michelle's Cocktail Lounge,2294 Bedford Ave
Queens,One Fifty One Dyckman,151 Dyckman St
Queens,Grand Eleven,11 6th Ave
Queens,When In Bangkok,161-16 Northern Blvd
Queens,Harding's,32 E 21st St
Queens,Nova Asian Bistro,1215 Jericho Tpke
Queens,New Roc Social Bar & Lounge,16 Memorial Hwy
Queens,Alamo Drafthouse Staten Island,2636 Hylan Blvd
Queens,Spirit Bar & Restaurant,545 River Rd
Queens,Common Ground,63 Gansevoort St
Queens,Leyenda,221 Smith St
Queens,Cask,167 E 33rd St
Queens,Angel of Harlem,2272 Frederick Douglass Blvd
Queens,Winnie's Jazz Bar,63 W 38th St
Queens,Elements Lounge,104-04 Ditmars Blvd
Queens,Eve's Lounge,769 Washington Ave
Queens,Lobby Bar,105 W 28th St
Queens,Village Hall & Restaurant,101 S Orange Ave
Queens,3308 Eats & Drinks,3308 Broadway
Queens,68 Jay St Bar,68 Jay St
Queens,Iona,180 Grand St
Queens,Flamingo Restaurant & Mantra Lounge,120-04 /06 Rockaway Blvd
Queens,Gagopa Karaoke,28 W 32nd St
Queens,Rooftop 760,760 8th Ave
Queens,Vol de Nuit,148 W 4th St
Queens,Wu Lou Lounge,1073 Atlantic Ave
Queens,Swift,34 E 4th St
Queens,Mystique Hookah Lounge,973 Old Country Rd
Queens,The Clubhouse,377 Denton Ave
Queens,Sunny's Bar,253 Conover St
Queens,Bartaco,1 Willett Ave
Queens,Barrio BX,3764 E Tremont Ave
Queens,The Bar Downstairs and Kitchen,485 5th Ave
Queens,Park Bar,15 E 15th St
Queens,The Maddox,193 Glenridge Ave
Queens,District Bar,2 Sneden Ave
Queens,Maiella,4610 Center Blvd
Queens,The Duplex,61 Christopher St
Queens,e's BAR,511 Amsterdam Ave
Queens,Oasis Bar,541 Lexington Ave
Queens,La Sensacion Bar & Lounge,2211 Central Park Ave
Queens,Swahili Village,2 Center St
Queens,Birdland,315 W 44th St
Queens,Kava Social,120 Bedford Ave
Queens,The Skinny Bar & Lounge,174 Orchard St
Queens,5 Burro Cafe,72-05 Austin St
Queens,Sunswick 3535 Bar,35-02 35th St
Queens,The Black Hound,301 S End Ave
Queens,1001 Nights Cafe & Lounge,2025 Richmond Ave
Queens,barCode,429 N Broad St
Queens,Bedvyne Cocktail,305 Halsey St
Queens,Jewel Thief,30 W 30th St
Queens,Dagny,30-77 Vernon Blvd
Queens,The Hideaway Seaport,22 Peck Slip
Queens,Brass Monkey,55 Little W 12th St
Queens,Dinerbar,97-45 Queens Blvd
Queens,Room Service,35 E 21st St
Queens,Liquid Restaurant & Lounge,200-05 Linden Blvd
Queens,TicTavern Barlounge,125-17 Rockaway Blvd
Queens,Max Adventures,2378 Flatbush Ave
Queens,PHD Terrace at Dream Midtown,210 W 55th St
Queens,Roof At Park South,125 E 27th St
Queens,Gospel,281 Lafayette St
Queens,"Raxx Pool Room, Sports Bar & Grill",510 Hempstead Tpke
Queens,Barely Disfigured,257 Smith St
Queens,Hendrix House - Bedstuy,535 Nostrand Ave
Queens,Ten Degrees Bar,121 St Marks Pl
Queens,The Smith,956 2nd Ave
Queens,Ava Ava Restaurant Bar & Lounge,15 Division St
Queens,773 Lounge,773 Coney Island Ave
Queens,Skinny’s Cantina On the Hudson,701 W 133rd St
Queens,Canopy Bar & Bistro,159 Morgan St
Queens,Revision Lounge & Gallery,219 Ave B
Queens,PiCH,774 Flatbush Ave
Queens,The Last Stop,5977 Broadway
Queens,Foxwood's Club,37-11 126th St
Queens,Brandy's Piano Bar,235 E 84th St
Queens,Ventanas Restaurant and Lounge,200 Park Ave
Queens,Greenwich Treehouse,46 Greenwich Ave
Queens,Queens Sports Lounge,8414 Astoria Blvd
Queens,Left Hand Path,89 Wyckoff Ave
Queens,1020 Bar,1020 Amsterdam Ave
Queens,De Novo European Pub,1257 River Rd
Queens,United Club,LaGuardia Rd Terminal B
Queens,The High Line Hotel,180 10th Ave
Queens,BLVD ASTORIA,31-17 Ditmars Blvd
Queens,Chocolat Restaurant & Bar,2223 Frederick Douglass Blvd
Queens,Above Rooftop,1100 S Ave
Queens,Coby Club,156  1/2  Seventh Ave
Queens,The Lobby,821 Spring St
Queens,Park Avenue Armory,643 Park Ave
Queens,Tiki Mojito,525 Bayway Ave
Queens,Halifax,225 River St
Queens,Burp Castle,41 E 7th St
Queens,Ace Hotel Lobby Bar,20 W 29th St
Queens,Upstairs at the Kimberly,145 E 50th St
Queens,Resolution 39,228 W 39th St
Queens,The Cove Restaurant & Oyster Bar,74 Shore Rd
Queens,Pioneers,138 W 29th St
Queens,Bases Loaded,2997 Westchester Ave
Queens,Eve Ultra Lounge,2354 Arthur Kill Rd
Queens,Supremacy Grill and Lounge,1624 Coney Island Ave
Queens,Lost Spirits NYC,11 W 17th St
Queens,Kinanm Lounge,856 Atlantic Ave
Queens,Set Lounge Bar & Billiards,1828 Mcdonald Ave
Queens,Tipsy's Bar and lounge,106-07 Jamaica Ave
Queens,The Box,189 Chrystie St
Queens,Restaurant Yuu,55 Nassau Ave
Queens,Space 54,226 E 54th St
Queens,El Faro Lounge,2501 Fulton St
Queens,Draught 55,245 E 55th St
Queens,The Leroy House,430 Hudson St
Queens,Trinity Place,115 Broadway
Queens,Everything's Jake,54 E 13th St
Queens,Arcadia Bar & Kitchen,12-21 Astoria Blvd
Queens,"The Roslyn, Tapestry Collection by Hilton",1221 Old Northern Blvd
Queens,Bar 13,121 University Pl
Queens,BierWax,556 Vanderbilt Ave
Queens,Loopy Doopy Rooftop Bar,102 N End Ave
Queens,TAO Downtown Nightclub,369 W 16th St
Queens,Bob's Your Uncle,929 Columbus Ave
Queens,BLACKBARN,19 E 26th St
Queens,Kucaramakara,127 Elizabeth Ave
Queens,Uva,1486 2nd Ave
Queens,The Owl's Tail,215 W 75th St
Queens,The Wayland,700 E 9th St
Queens,Rooftop Reds,299 Sands St
Queens,Gallow Green,542 W 27th St
Queens,El Kallejon,209 E 117th St
Queens,Irene's Capri Lounge,156 Calyer St
Queens,Penthouse Lounge and Bar,2027 Emmons Avenue
Queens,What The Fish,47-15 Northern Blvd
Queens,Spyglass Rooftop Bar,47 W 38th St
Queens,Toro Loco,15 Stone St
Queens,Vineapple Cafe,71 Pineapple St
Queens,Retroclubnyc,9 E 45th St
Queens,Park West Loft,38 Oak St
Queens,African American Club,216 E 3rd St
Queens,Made in Puerto Rico Latin Cuisine -  Bronx,3363 E Tremont Ave
Queens,PMF Pardon My French,103 Ave B
Queens,Entwine,765 Washington St
Queens,Merchants NY,190 7th Ave
Queens,bOb Bar,247 Eldridge St
Queens,Alaska Lounge,Van Wyck & JFK Expressway
Queens,Bar Biz Restaurant & Lounge,784 Elmont Rd
Queens,B66 Club,6612 New Utrecht Ave
Queens,Baccarat Hotel Grand Salon,28 W 53rd St
Queens,Taboo Lounge,406 8th Ave
Queens,ANA Bar and Eatery,20 Hudson Yards
Queens,DIYuan Clubhouse,133-35 Roosevelt Ave
Queens,C'mon Everybody,325 Franklin Ave
Queens,Darling,36 Central Park S
Queens,The Malt House,9 Maiden Ln
Queens,Tropix Lounge,115- 98 Lefferts Blvd
Queens,Mochi Dolci,222 W 79th St
Queens,Savvy Bistro & Bar,710 Nostrand Ave
Queens,Super Power,722 Nostrand Ave
Queens,Contour,50 Central Park S
Queens,Felice 15 Gold,15 Gold St
Queens,Botanica Bar and Lounge,36-03 Prince St
Queens,The Pool Bar,Van Wyck & JFK Expressway
Queens,La Boheme Lounge,1790 Stillwell Ave
Queens,The Green Room,340 W 50th St
Queens,Peter Dillon's,130 E 40th St
Queens,Boca Restaurant and Lounge,2458 Webster Ave
Queens,1 Hotel Brooklyn Bridge,60 Furman St
Queens,Cappello,21 7th Ave S
Queens,Turks & Frogs,323 W 11th St
Queens,Pomo,2122 Beekman Pl
Queens,Essence Bar,1662 Atlantic Ave
Queens,46 Lounge,300 US Hwy 46 E
Queens,Parker & Quinn,64 W 39th St
Queens,Sunnyvale Brooklyn,1031 Grand St
Queens,Kaizen,33-70 Farrington St
Queens,The Levee,212 Berry St
Queens,JAZZ at KITANO,66 Park Ave E 38th St
Queens,Cave Restaurant,2320 McDonald Ave
Queens,Lady Jay's,633 Grand St
Queens,Skorpios,5 East 54th St
Brooklyn,Vice Lounge,211 Kings Hwy
Brooklyn,Lotus Lounge & Grill,66-48 Myrtle Ave
Brooklyn,Velvet Brooklyn,174 Broadway
Brooklyn,Bembe,81 S 6th St
Brooklyn,Made21 Resturant & Lounge,231 S 4th St
Brooklyn,Brooklyn Social,335 Smith St
Brooklyn,Honeycomb Hi-Fi Lounge,74 5th Ave
Brooklyn,Sky Lounge,66 Rockwell Pl
Brooklyn,The Ruby - Bar & Lounge,59 Grand St
Brooklyn,Caribbean Soul Rooftop Restaurant & Lounge,234-04 Merrick Blvd
Brooklyn,Drink,768 Franklin Ave
Brooklyn,Rooftop 93,93 Bowery
Brooklyn,Desert Rain Lounge,107-29 Metropolitan Ave
Brooklyn,Social Cues - Surreal,525 Dekalb Ave
Brooklyn,Pokito,155 S 4th St
Brooklyn,Kimoto Rooftop,228 Duffield St
Brooklyn,Oui Cocktail Lounge,1480 Flatbush Ave
Brooklyn,Lovers Rock,419 Tompkins Ave
Brooklyn,Swingers Crazy Golf - NoMad,35 W 29th St
Brooklyn,Alligator Lounge,600 Metropolitan Ave
Brooklyn,333 Lounge,333 Flatbush Ave
Brooklyn,Cafe Plus Fulton,1516 Fulton St
Brooklyn,The Water Tower Bar,96 Wythe Ave
Brooklyn,House of Yes,2 Wyckoff Ave
Brooklyn,Lou Lou Lounge,1836 McDonald Ave
Brooklyn,Silk Restaurant And Lounge,222 Avenue U
Brooklyn,Sip N Chat Cocktail Lounge,2910 Avenue D
Brooklyn,MS. KIM'S Lounge & Private Karaoke,6 West 28th St
Brooklyn,Sweet Polly,71 6th Ave
Brooklyn,Union Hall,702 Union St
Brooklyn,BKLYN PRIME,4315 Farragut Rd
Brooklyn,Mera ,282 Kings Hwy
Brooklyn,Brooklyn Heights Social Club,60 Furman St
Brooklyn,Michelle's Cocktail Lounge,2294 Bedford Ave
Brooklyn,Cave Restaurant,2320 McDonald Ave
Brooklyn,High Dive,243 5th Ave
Brooklyn,Epic Lounge,12201 Rockaway Blvd
Brooklyn,Harriet's Rooftop,60 Furman St
Brooklyn,The Upstairs at 66,46 Stone St
Brooklyn,Boobie Trap,308 Bleecker St
Brooklyn,Living Room Restaurant & Lounge,178 Ave U
Brooklyn,HOA restaurant and lounge,2849 Steinway St
Brooklyn,BrookLAN,339 Troutman St
Brooklyn,Duff's Brooklyn,168 Marcy Ave
Brooklyn,Bar 718,718 5th Ave
Brooklyn,MOON BAR Rooftop,137-72 Northern Blvd
Brooklyn,Dumbo House,55 Water St
Brooklyn,Anyway Cafe,1602 Gravesend Neck Rd
Brooklyn,Prestige Restaurant & Lounge,2402 86th St
Brooklyn,Lucky’s Cocktail Lounge,334 Marcus Garvey Blvd
Brooklyn,Blueprint,196 5th Ave
Brooklyn,Sylk Cove Cocktail Lounge,1370 Rockaway Pkwy
Brooklyn,Myst Lounge,2086 Coney Island Ave
Brooklyn,House Of Wax,445 Albee Square W
Brooklyn,Flava II Restaurant & Lounge,8920 Avenue D
Brooklyn,Please Don't Tell,113 St Marks Pl
Brooklyn,Catch 22,7221 3rd Ave
Brooklyn,B66 Club,6612 New Utrecht Ave
Brooklyn,Cabana Lounge,1836 McDonald Ave
Brooklyn,V3nom Cafe & Lounge,246-09 Jericho Tpke
Brooklyn,Eavesdrop,674 Manhattan Ave
Brooklyn,Chapel Bar,275 Park Ave S
Brooklyn,Saint Tuesday,24 Cortlandt Aly
Brooklyn,Elsewhere Rooftop,599 Johnson Ave
Brooklyn,Blinky's Bar,609 Grand St
Brooklyn,The Delancey,168 Delancey St
Brooklyn,Set Lounge Bar & Billiards,1828 Mcdonald Ave
Brooklyn,Black Flamingo,168 Borinquen Pl
Brooklyn,Ode To Babel,772 Dean St
Brooklyn,The Keep,205 Cypress Ave
Brooklyn,Gems Bar Lounge,1595 Broadway
Brooklyn,Dick and Jane's,266 Adelphi St
Brooklyn,Cafe Balearica,44 Berry St
Brooklyn,Supremacy Grill and Lounge,1624 Coney Island Ave
Brooklyn,Blu Room Bar & Lounge,643 Vanderbilt Ave
Brooklyn,Lotus Lounge,1800 White Plains Rd
Brooklyn,Bossa Nova Civic Club,1271 Myrtle Ave
Brooklyn,Secret Pour,1114 DeKalb Ave
Brooklyn,Suite 704  Restaurant,704 Nostrand Ave
Brooklyn,The Top of the Standard,848 Washington St
Brooklyn,Our Wicked Lady,153 Morgan Ave
Brooklyn,Le Boudoir,135 Atlantic Ave
Brooklyn,Ye's Apothecary,119 Orchard St
Brooklyn,Barely Disfigured,257 Smith St
Brooklyn,Madame X,94 W Houston St
Brooklyn,TBA Brooklyn,395 Wythe Ave
Brooklyn,Good Room,98 Meserole Ave
Brooklyn,Dynaco,1112 Bedford Ave
Brooklyn,Sycamore Bar + Flowershop,1118 Cortelyou Rd
Brooklyn,Peachy's,5 Doyers St
Brooklyn,Zig Zag Tiki Bar,382 Marcus Garvey Blvd
Brooklyn,Bad Habits,32-03 Broadway
Brooklyn,Highkey Rainforest Rooftop,6 Platt St
Brooklyn,Eve's Lounge,769 Washington Ave
Brooklyn,The Press Lounge,653 11th Ave
Brooklyn,The Skylark,200 W 39th St
Brooklyn,Jackbar,143 Havemeyer St
Brooklyn,Townhouse 275,275 94th St
Brooklyn,Keybar,143 Troutman St
Brooklyn,Raines Law Room,48 W 17th St
Brooklyn,Théâtre XIV by Company XIV,383 Troutman St
Brooklyn,Kachè Restaurant and Lounge,2192 Flatbush Ave
Brooklyn,Sugar N Coal,63-42 Woodhaven Blvd
Brooklyn,Friends and Lovers,641 Classon Ave
Brooklyn,The Emerson,561 Myrtle Ave
Brooklyn,Livingston Manor,42 Hoyt St
Brooklyn,L'Wren,4004 5th Ave
Brooklyn,Clover Club,210 Smith St
Brooklyn,Elite Williamsburg,128 Metropolitan Ave
Brooklyn,Dirty Precious,317 3rd Ave
Brooklyn,Love 69 Bar,1307 Z Ave
Brooklyn,D’Garden Caribbean Bar & Grill,4617 Avenue D
Brooklyn,Mood Ring,1260 Myrtle Ave
Brooklyn,Valerie,45 W 45th St between 5th & 6th Ave
Brooklyn,Hotel Delmano,82 Berry St
Brooklyn,PiCH,774 Flatbush Ave
Brooklyn,Castell Rooftop Lounge,260 W 40th St
Brooklyn,The Nines,9 Great Jones St
Brooklyn,Tooker Alley,793 Washington Ave
Brooklyn,Leyenda,221 Smith St
Brooklyn,Lotus Bar & Lounge,137-74 Northern Blvd
Brooklyn,Fantom,2204 Ave X
Brooklyn,Bunton's World Famous,1005 Broadway
Brooklyn,Haven Lounge,683 Grand St
Brooklyn,The Long Island Bar,110 Atlantic Ave
Brooklyn,Native,911 Broadway
Brooklyn,The Woods,48 S 4th St
Brooklyn,W XYZ Bar,216 Duffield St
Brooklyn,Super Power,722 Nostrand Ave
Brooklyn,Living Room Sushi & Steakhouse,192 Ave U
Brooklyn,Slate NY,54 W 21st St
Brooklyn,Vista Sky Lounge,27-05 39th Ave
Brooklyn,Lovejoys,412 Troutman St
Brooklyn,773 Lounge,773 Coney Island Ave
Brooklyn,Twins Lounge,732 Manhattan Ave
Brooklyn,4am Bar,1446 Myrtle Ave
Brooklyn,The Lingerie Shoppe aka Astoria’s Secret,28-53 Steinway St
Brooklyn,Basquiat's Bottle,1198 Fulton St
Brooklyn,Chase Sapphire Lounge,19 Fulton St
Brooklyn,FREEHOLD,45 S 3rd St
Brooklyn,Night of Joy,667 Lorimer St
Brooklyn,Mr. Purple,180 Orchard St
Brooklyn,Chloe's Restaurant & Lounge,9413 Ave L
Brooklyn,Elite Hookah Lounge & Cafe,252-09 Union Tpke
Brooklyn,Copper & Oak,157 Allen St
Brooklyn,Record Room,4709 Center Blvd
Brooklyn,Saint Vitus,1120 Manhattan Ave
Brooklyn,Grand Republic Cocktail Club,19 Greenpoint Ave
Brooklyn,Sharlene's,353 Flatbush Ave
Brooklyn,On The Rocks,696 10th Ave
Brooklyn,Thyme Bar,20 W 23rd St Cellar
Brooklyn,Barcade,388 Union Ave
Brooklyn,Lowkey Garden Lounge,70-15 Austin St
Brooklyn,Negril BK,256 5th Ave
Brooklyn,The Cabin NYC,205 E 4th St
Brooklyn,The Up & Up,116 MacDougal St
Brooklyn,Kingston Public House,100 Kingston Ave
Brooklyn,Osamil Upstairs,5 W 31st St
Brooklyn,Delta Sky Club,
Brooklyn,The Flatiron Room - NoMad,37 W 26th St
Brooklyn,Zombie Hut,273 Smith St
Brooklyn,BK9,62 5th Ave
Brooklyn,The Dead Rabbit Grocery & Grog,30 Water St
Brooklyn,Westlight,111 N 12th St
Brooklyn,BAMCafe,30 Lafayette Ave
Brooklyn,Blend on the Water,45-40 Center Blvd
Brooklyn,Allure Lounge,415-417 Halsey St
Brooklyn,Apotheke,9 Doyers St
Brooklyn,The Crown Inn,724 Franklin Ave
Brooklyn,Leaf Bar & Lounge,133-42 39th Ave
Brooklyn,Ludlow House,139 Ludlow St
Brooklyn,Lava Restaurant & Lounge,4916 Arthur Kill Rd
Brooklyn,Fresh Kills Bar,161 Grand St
Brooklyn,Xstasy Bar lounge,758 5th Ave
Brooklyn,Basement,45 Mott St
Brooklyn,Overstory,70 Pine St
Brooklyn,Maracuja Bar & Grill,279 Grand St
Brooklyn,Bushwick Public House,1288 Myrtle Ave
Brooklyn,Death & Co,433 E 6th St
Brooklyn,The Rosemont,63 Montrose Ave
Brooklyn,Mo's,80 Lafayette Ave
Brooklyn,The Back Room,102 Norfolk St
Brooklyn,Club Cumming,505 E 6th St
Brooklyn,Attaboy,134 Eldridge St
Brooklyn,The Ragtrader & Bo Peep Cocktail and Highball Store,70 W 36th St
Brooklyn,Delia's Lounge & Restaurant,9224 3rd Ave
Brooklyn,Penthouse Lounge and Bar,2027 Emmons Avenue
Brooklyn,C'mon Everybody,325 Franklin Ave
Brooklyn,Kinanm Lounge,856 Atlantic Ave
Brooklyn,Lion's Roar Karaoke House,187 Meserole St
Brooklyn,Midnights,149 N 6th St
Brooklyn,MixUp Bar & Lounge,63-59 Forest Ave
Brooklyn,HiLot,102 Loisaida Ave
Brooklyn,Young Ethel's,506 5th Ave
Brooklyn,Joyface,104 Avenue C
Brooklyn,Tabu Lounge,2205 Ave X
Brooklyn,The Village Underground,130 W 3rd St
Brooklyn,Holywater,112 Reade St
Brooklyn,Lambda Lounge,2256 Adam Clayton Powell Jr Blvd
Brooklyn,Red Oak,8305 3rd Ave
Brooklyn,The Gold Room,455 Madison Ave
Brooklyn,The Bell House,149 7th St
Brooklyn,Boat Bar,175 Smith St
Brooklyn,Heat Caribbean Kitchen & Lounge,100-05 Atlantic Ave
Brooklyn,Anotheroom,249 W Broadway
Brooklyn,Chez Zou,385 Ninth Ave
Brooklyn,Elevate Sky Lounge,123-07 Liberty Ave
Brooklyn,PHD Rooftop Lounge at Dream Downtown,355 W 16th St
Brooklyn,Tomi Jazz,239 E 53rd St
Brooklyn,Maison Premiere,298 Bedford Ave
Brooklyn,Carmelo's,1544 Dekalb Ave
Brooklyn,Katherine,41 W 35th St
Brooklyn,MO Lounge,80 Columbus Cir
Brooklyn,The Otheroom,143 Perry St
Brooklyn,Truth Resturant and Lounge,229-15 Merrick Blvd
Brooklyn,Vineapple Cafe,71 Pineapple St
Brooklyn,Refinery Rooftop,63 W 38th St
Brooklyn,Rooftop at Exchange Place,1 Exchange Pl
Brooklyn,Spare Lounge Bar & Social,550 9th Ave
Brooklyn,Pearl's Social & Billy Club,40 Saint Nicholas Ave
Brooklyn,Brooklyn Ice House,318 Van Brunt St
Brooklyn,Pineapple Club,509 E 6th St
Brooklyn,33 Lafayette,33 Lafayette Ave
Brooklyn,The Flatiron Room - Murray Hill,9 E 37th St
Brooklyn,Lounge 247,247 Eldridge St
Brooklyn,The Auction House,300 E 89th St
Brooklyn,Blend Lounge,127-07 94th Ave
Brooklyn,Noree ,274 Grand St
Brooklyn,Somewhere Nowhere NYC,112 W 25th St
Brooklyn,Employees Only,510 Hudson St
Brooklyn,Club House Sports Bar & Lounge,17 Williams Ave
Brooklyn,Hendrix House - Bedstuy,535 Nostrand Ave
Brooklyn,Tip Top Bar & Grill,432 Franklin Ave
Brooklyn,The Gibson,108 Bedford Ave
Brooklyn,Savvy Bistro & Bar,710 Nostrand Ave
Brooklyn,Déjà Vu,3322 28th Ave
Brooklyn,Oracle Lounge,2937 Atlantic Ave
Brooklyn,78 Lounge / Restaurant,1564 Union Ave
Brooklyn,Dear Irving on Hudson,310 W 40th St
Brooklyn,The Living Room,W New York - Times Square
Brooklyn,Cove Lounge,325 Malcolm X Blvd
Brooklyn,On Now Lounge,431 7th Ave
Brooklyn,Weather Up,589 Vanderbilt Ave
Brooklyn,Xscape,12710 Liberty Ave
Brooklyn,Black Rabbit,91 Greenpoint Ave
Brooklyn,The Living Room,153 West 57th St
Brooklyn,Enigma Restaurant & Lounge,2340 Coney Island Ave
Brooklyn,718 Hookah Lounge & Grill,72-13 Austin St
Brooklyn,The Owl Farm,297 9th St
Brooklyn,NY Tracks Cafe,1556 Ralph Ave
Brooklyn,Duane Park,308 Bowery
Brooklyn,Magic Hour Rooftop Bar & Lounge,485 7th Ave
Brooklyn,Roof At 66 Park,66 Park Ave E 38th St
Brooklyn,Sea Witch,703 5th Ave
Brooklyn,Living Room,225 River St
Brooklyn,OS NYC,50 Bowery St
Brooklyn,Lost in Paradise Rooftop,11-01 43rd Ave
Brooklyn,1 Hotel Brooklyn Bridge,60 Furman St
Brooklyn,Jungle Bird,174 8th Ave
Brooklyn,Mace,35 W 8th St
Brooklyn,Prime39,39 Atlantic Ave
Brooklyn,Do Not Disturb,285 W 12th St
Brooklyn,Melody's Piano Bar,1020 Lexington Ave
Brooklyn,Tropix Bar & Lounge,9532 Queens Blvd
Brooklyn,PS,300 Spring St
Brooklyn,Vienna of Roslyn,1 Railroad Ave
Brooklyn,Bodega 88,573 Columbus Ave
Brooklyn,Bijan's,81 Hoyt St
Brooklyn,Dante,79-81 Macdougal St
Brooklyn,Ten Hope,10 Hope St
Brooklyn,Milk and Roses,35 Box St
Brooklyn,Pure Lounge,126-19 Merrick Blvd
Brooklyn,Vida Verde,248 W 55th St
Brooklyn,Happiness Lounge,1458 St Johns Pl
Brooklyn,OTB,141 Broadway
Brooklyn,Bedvyne Cocktail,305 Halsey St
Brooklyn,Lot45,411 Troutman St
Brooklyn,L'Onda Lounge,80 W Broadway
Brooklyn,The Wallace Lounge,242 W 76th St
Brooklyn,Saga,70 Pine St
Brooklyn,Oceans 8 At Brownstone Billiards,308 Flatbush Ave
Brooklyn,Dear Irving,55 Irving Pl
Brooklyn,Oscar Wilde,45 W 27th St
Brooklyn,Goodas Bar & Lounge,971 E New York Ave
Brooklyn,Destino Lab,185 Elmora Ave
Brooklyn,Lounge On Pearl,88 Wall St
Brooklyn,Subject,188 Suffolk St
Brooklyn,American Airlines Soho Lounge,Jfk International Airport
Brooklyn,286 South,286 Richmond Valley Rd
Brooklyn,RH Rooftop Restaurant New York,9 9th Ave
Brooklyn,A+ Roof Bar,The Parc Hotel
Brooklyn,Mezzrow,163 W 10th St
Brooklyn,Illusions Hookah & Mixology Lounge,3229 Westchester Ave
Brooklyn,The Wicked Monk,9510 3rd Ave
Brooklyn,Undercote,16 W 22nd St
Brooklyn,The Drunken Munkey - UES,338 E 92nd St
Brooklyn,Helen's,22 1/2 Ninth Ave
Brooklyn,Sunny's Bar,253 Conover St
Brooklyn,Le Caire Lounge,279 Hillside Ave
Brooklyn,Essence Bar,1662 Atlantic Ave
Brooklyn,Sama Street,988 Manhattan Ave
Brooklyn,Patent Pending,49 W 27th St
Brooklyn,Lovers of Today,132 1/2 E 7th St
Brooklyn,Ophelia,3 Mitchell Pl
Brooklyn,Bathtub Gin,132 9th Ave
Brooklyn,Brandy Library,25 N Moore St
Brooklyn,Hydra Lounge,88-18 Liberty Ave
Brooklyn,Primeclass Lounge,500 Terminal Dr
Brooklyn,Brooklyn Bowl,61 Wythe Ave
Brooklyn,The Red District,31-31 Steinway St
Brooklyn,Altar,645 Sterling Pl
Brooklyn,The Fat Black Pussycat,130 W 3rd St
Brooklyn,Xperience,505 Avenel Ave
Brooklyn,Irene's Capri Lounge,156 Calyer St
Brooklyn,Orange Grill,2547 Cropsey Ave
Brooklyn,Eve Ultra Lounge,2354 Arthur Kill Rd
Brooklyn,Tribeca Rooftop,2 Desbrosses St
Brooklyn,Emmons Palace,2265 Emmons Ave
Brooklyn,The Sackett,661 Sackett St
Brooklyn,La Grande Boucherie,145 W 53rd St
Brooklyn,The Garden,331 Morris Ave
Brooklyn,STK Steakhouse Rooftop NYC,26 Little West 12th St
Brooklyn,Tavern 157,157-12 Northern Blvd
Brooklyn,Syndicated Bar Theater Kitchen,40 Bogart St
Brooklyn,Verlaine,110 Rivington St
Brooklyn,Bar Moga,128 W Houston St
Brooklyn,Fig. 19,131 Chrystie St
Brooklyn,Social Cues - The Gallery,236 Water St
